File Name wav,label
wav_DFAFAbC#Ab2595818.wav,"[387, 50, 355, 275, 178, 387, 53, 355, 275, 181, 387, 57, 355, 275, 185, 387, 53, 355, 275, 181, 387, 56, 355, 275, 184, 387, 49, 355, 275, 177, 387, 56, 355, 275, 184]"
wav_CEbF#GEbC#CAFEb0367310953.wav,"[387, 48, 355, 275, 176, 387, 51, 355, 275, 179, 387, 54, 355, 275, 182, 387, 55, 355, 275, 183, 387, 51, 355, 275, 179, 387, 49, 355, 275, 177, 387, 48, 355, 275, 176, 387, 57, 355, 275, 185, 387, 53, 355, 275, 181, 387, 51, 355, 275, 179]"
wav_BAF#C#F#119616.wav,"[387, 59, 355, 305, 187, 387, 57, 355, 305, 185, 387, 54, 355, 305, 182, 387, 49, 355, 305, 177, 387, 54, 355, 305, 182]"
wav_AEABb94910.wav,"[387, 57, 330, 185, 387, 52, 330, 180, 387, 57, 330, 185, 387, 58, 330, 186]"
wav_AEBEEC9411440.wav,"[387, 57, 341, 185, 387, 52, 341, 180, 387, 59, 341, 187, 387, 52, 341, 180, 387, 52, 341, 180, 387, 48, 341, 176]"
wav_DEBC#F#AC#Bb2411169110.wav,"[387, 50, 355, 178, 387, 52, 355, 180, 387, 59, 355, 187, 387, 49, 355, 177, 387, 54, 355, 182, 387, 57, 355, 185, 387, 49, 355, 177, 387, 58, 355, 186]"
wav_BbFE1054.wav,"[387, 58, 355, 305, 186, 387, 53, 355, 305, 181, 387, 52, 355, 305, 180]"
wav_C#EAbCBbBbBGCF1480101011705.wav,"[387, 49, 355, 177, 387, 52, 355, 180, 387, 56, 355, 184, 387, 48, 355, 176, 387, 58, 355, 186, 387, 58, 355, 186, 387, 59, 355, 187, 387, 55, 355, 183, 387, 48, 355, 176, 387, 53, 355, 181]"
wav_FDAb528.wav,"[387, 53, 355, 181, 387, 50, 355, 178, 387, 56, 355, 184]"
wav_BbEBbBbBb104101010.wav,"[387, 58, 355, 186, 387, 52, 355, 180, 387, 58, 355, 186, 387, 58, 355, 186, 387, 58, 355, 186]"
wav_EbBDF#BbF#31126106.wav,"[387, 51, 355, 275, 179, 387, 59, 355, 275, 187, 387, 50, 355, 275, 178, 387, 54, 355, 275, 182, 387, 58, 355, 275, 186, 387, 54, 355, 275, 182]"
wav_C#DGC#AbF#AbBb127186810.wav,"[387, 49, 355, 305, 177, 387, 50, 355, 305, 178, 387, 55, 355, 305, 183, 387, 49, 355, 305, 177, 387, 56, 355, 305, 184, 387, 54, 355, 305, 182, 387, 56, 355, 305, 184, 387, 58, 355, 305, 186]"
wav_BbBbC10100.wav,"[387, 58, 355, 275, 186, 387, 58, 355, 275, 186, 387, 48, 355, 275, 176]"
wav_AFG957.wav,"[387, 57, 355, 185, 387, 53, 355, 181, 387, 55, 355, 183]"
wav_F#AbFDGF#FG68527657.wav,"[387, 54, 355, 182, 387, 56, 355, 184, 387, 53, 355, 181, 387, 50, 355, 178, 387, 55, 355, 183, 387, 54, 355, 182, 387, 53, 355, 181, 387, 55, 355, 183]"
wav_FFF#AAAbDB556998211.wav,"[387, 53, 355, 305, 181, 387, 53, 355, 305, 181, 387, 54, 355, 305, 182, 387, 57, 355, 305, 185, 387, 57, 355, 305, 185, 387, 56, 355, 305, 184, 387, 50, 355, 305, 178, 387, 59, 355, 305, 187]"
wav_EF#BbGGEbCC461077300.wav,"[387, 52, 355, 275, 180, 387, 54, 355, 275, 182, 387, 58, 355, 275, 186, 387, 55, 355, 275, 183, 387, 55, 355, 275, 183, 387, 51, 355, 275, 179, 387, 48, 355, 275, 176, 387, 48, 355, 275, 176]"
wav_F#AC#C#AbEb691183.wav,"[387, 54, 330, 182, 387, 57, 330, 185, 387, 49, 330, 177, 387, 49, 330, 177, 387, 56, 330, 184, 387, 51, 330, 179]"
wav_ADFBbC#BbGEBbAb9251011074108.wav,"[387, 57, 355, 305, 185, 387, 50, 355, 305, 178, 387, 53, 355, 305, 181, 387, 58, 355, 305, 186, 387, 49, 355, 305, 177, 387, 58, 355, 305, 186, 387, 55, 355, 305, 183, 387, 52, 355, 305, 180, 387, 58, 355, 305, 186, 387, 56, 355, 305, 184]"
wav_CBADEBA011924119.wav,"[387, 48, 355, 176, 387, 59, 355, 187, 387, 57, 355, 185, 387, 50, 355, 178, 387, 52, 355, 180, 387, 59, 355, 187, 387, 57, 355, 185]"
wav_GDBbAbEC#Eb72108413.wav,"[387, 55, 355, 275, 183, 387, 50, 355, 275, 178, 387, 58, 355, 275, 186, 387, 56, 355, 275, 184, 387, 52, 355, 275, 180, 387, 49, 355, 275, 177, 387, 51, 355, 275, 179]"
wav_EbCAEBbEAAEbE30941049934.wav,"[387, 51, 341, 179, 387, 48, 341, 176, 387, 57, 341, 185, 387, 52, 341, 180, 387, 58, 341, 186, 387, 52, 341, 180, 387, 57, 341, 185, 387, 57, 341, 185, 387, 51, 341, 179, 387, 52, 341, 180]"
wav_F#C#EBAbF#EbD614118632.wav,"[387, 54, 355, 182, 387, 49, 355, 177, 387, 52, 355, 180, 387, 59, 355, 187, 387, 56, 355, 184, 387, 54, 355, 182, 387, 51, 355, 179, 387, 50, 355, 178]"
wav_BbC#BbAb101108.wav,"[387, 58, 355, 275, 186, 387, 49, 355, 275, 177, 387, 58, 355, 275, 186, 387, 56, 355, 275, 184]"
wav_CDAb028.wav,"[387, 48, 355, 176, 387, 50, 355, 178, 387, 56, 355, 184]"
wav_CBbECEEbC#01040431.wav,"[387, 48, 341, 176, 387, 58, 341, 186, 387, 52, 341, 180, 387, 48, 341, 176, 387, 52, 341, 180, 387, 51, 341, 179, 387, 49, 341, 177]"
wav_EFBGAbFD45117852.wav,"[387, 52, 355, 275, 180, 387, 53, 355, 275, 181, 387, 59, 355, 275, 187, 387, 55, 355, 275, 183, 387, 56, 355, 275, 184, 387, 53, 355, 275, 181, 387, 50, 355, 275, 178]"
wav_CDCCF#B0200611.wav,"[387, 48, 355, 305, 176, 387, 50, 355, 305, 178, 387, 48, 355, 305, 176, 387, 48, 355, 305, 176, 387, 54, 355, 305, 182, 387, 59, 355, 305, 187]"
wav_CCGAbEbEAbAAG0078348997.wav,"[387, 48, 330, 176, 387, 48, 330, 176, 387, 55, 330, 183, 387, 56, 330, 184, 387, 51, 330, 179, 387, 52, 330, 180, 387, 56, 330, 184, 387, 57, 330, 185, 387, 57, 330, 185, 387, 55, 330, 183]"
wav_GBbAGC#C#F#Eb710971163.wav,"[387, 55, 355, 275, 183, 387, 58, 355, 275, 186, 387, 57, 355, 275, 185, 387, 55, 355, 275, 183, 387, 49, 355, 275, 177, 387, 49, 355, 275, 177, 387, 54, 355, 275, 182, 387, 51, 355, 275, 179]"
wav_AbEGBbF#F#8471066.wav,"[387, 56, 341, 184, 387, 52, 341, 180, 387, 55, 341, 183, 387, 58, 341, 186, 387, 54, 341, 182, 387, 54, 341, 182]"
wav_EBbEbBbFDC#EF#G410310521467.wav,"[387, 52, 341, 180, 387, 58, 341, 186, 387, 51, 341, 179, 387, 58, 341, 186, 387, 53, 341, 181, 387, 50, 341, 178, 387, 49, 341, 177, 387, 52, 341, 180, 387, 54, 341, 182, 387, 55, 341, 183]"
wav_BbAbBF#DA10811629.wav,"[387, 58, 355, 275, 186, 387, 56, 355, 275, 184, 387, 59, 355, 275, 187, 387, 54, 355, 275, 182, 387, 50, 355, 275, 178, 387, 57, 355, 275, 185]"
wav_BbAAbFC#EFGC1098514570.wav,"[387, 58, 330, 186, 387, 57, 330, 185, 387, 56, 330, 184, 387, 53, 330, 181, 387, 49, 330, 177, 387, 52, 330, 180, 387, 53, 330, 181, 387, 55, 330, 183, 387, 48, 330, 176]"
wav_CAbFBBF#08511116.wav,"[387, 48, 355, 305, 176, 387, 56, 355, 305, 184, 387, 53, 355, 305, 181, 387, 59, 355, 305, 187, 387, 59, 355, 305, 187, 387, 54, 355, 305, 182]"
wav_C#EC#EBF#Eb14141163.wav,"[387, 49, 341, 177, 387, 52, 341, 180, 387, 49, 341, 177, 387, 52, 341, 180, 387, 59, 341, 187, 387, 54, 341, 182, 387, 51, 341, 179]"
wav_BGBbAbAEbAbF#1171089386.wav,"[387, 59, 355, 305, 187, 387, 55, 355, 305, 183, 387, 58, 355, 305, 186, 387, 56, 355, 305, 184, 387, 57, 355, 305, 185, 387, 51, 355, 305, 179, 387, 56, 355, 305, 184, 387, 54, 355, 305, 182]"
wav_BCFGC#G1105717.wav,"[387, 59, 355, 275, 187, 387, 48, 355, 275, 176, 387, 53, 355, 275, 181, 387, 55, 355, 275, 183, 387, 49, 355, 275, 177, 387, 55, 355, 275, 183]"
wav_AC#BbBbCBbAbF#B9110100108611.wav,"[387, 57, 330, 185, 387, 49, 330, 177, 387, 58, 330, 186, 387, 58, 330, 186, 387, 48, 330, 176, 387, 58, 330, 186, 387, 56, 330, 184, 387, 54, 330, 182, 387, 59, 330, 187]"
wav_C#C#EF#B114611.wav,"[387, 49, 355, 275, 177, 387, 49, 355, 275, 177, 387, 52, 355, 275, 180, 387, 54, 355, 275, 182, 387, 59, 355, 275, 187]"
wav_C#EEbEbAbDEbF14338235.wav,"[387, 49, 341, 177, 387, 52, 341, 180, 387, 51, 341, 179, 387, 51, 341, 179, 387, 56, 341, 184, 387, 50, 341, 178, 387, 51, 341, 179, 387, 53, 341, 181]"
wav_ADAbBbF#AbC#92810681.wav,"[387, 57, 355, 305, 185, 387, 50, 355, 305, 178, 387, 56, 355, 305, 184, 387, 58, 355, 305, 186, 387, 54, 355, 305, 182, 387, 56, 355, 305, 184, 387, 49, 355, 305, 177]"
wav_AEbAbBbBbD93810102.wav,"[387, 57, 341, 185, 387, 51, 341, 179, 387, 56, 341, 184, 387, 58, 341, 186, 387, 58, 341, 186, 387, 50, 341, 178]"
wav_DEbGAABbG23799107.wav,"[387, 50, 341, 178, 387, 51, 341, 179, 387, 55, 341, 183, 387, 57, 341, 185, 387, 57, 341, 185, 387, 58, 341, 186, 387, 55, 341, 183]"
wav_BAbAbFDBbA118852109.wav,"[387, 59, 341, 187, 387, 56, 341, 184, 387, 56, 341, 184, 387, 53, 341, 181, 387, 50, 341, 178, 387, 58, 341, 186, 387, 57, 341, 185]"
wav_GBE7114.wav,"[387, 55, 330, 183, 387, 59, 330, 187, 387, 52, 330, 180]"
wav_F#AC#691.wav,"[387, 54, 355, 182, 387, 57, 355, 185, 387, 49, 355, 177]"
wav_BGF#FBb1176510.wav,"[387, 59, 355, 187, 387, 55, 355, 183, 387, 54, 355, 182, 387, 53, 355, 181, 387, 58, 355, 186]"
wav_FC#CBbF#510106.wav,"[387, 53, 355, 275, 181, 387, 49, 355, 275, 177, 387, 48, 355, 275, 176, 387, 58, 355, 275, 186, 387, 54, 355, 275, 182]"
wav_GFFB75511.wav,"[387, 55, 355, 275, 183, 387, 53, 355, 275, 181, 387, 53, 355, 275, 181, 387, 59, 355, 275, 187]"
wav_DBF#GF#AbAbB2116768811.wav,"[387, 50, 330, 178, 387, 59, 330, 187, 387, 54, 330, 182, 387, 55, 330, 183, 387, 54, 330, 182, 387, 56, 330, 184, 387, 56, 330, 184, 387, 59, 330, 187]"
wav_F#AF#AbEbAbB69683811.wav,"[387, 54, 341, 182, 387, 57, 341, 185, 387, 54, 341, 182, 387, 56, 341, 184, 387, 51, 341, 179, 387, 56, 341, 184, 387, 59, 341, 187]"
wav_BCCDAbBGFFF#110028117556.wav,"[387, 59, 341, 187, 387, 48, 341, 176, 387, 48, 341, 176, 387, 50, 341, 178, 387, 56, 341, 184, 387, 59, 341, 187, 387, 55, 341, 183, 387, 53, 341, 181, 387, 53, 341, 181, 387, 54, 341, 182]"
wav_CF#BbABEF061091145.wav,"[387, 48, 355, 176, 387, 54, 355, 182, 387, 58, 355, 186, 387, 57, 355, 185, 387, 59, 355, 187, 387, 52, 355, 180, 387, 53, 355, 181]"
wav_AbBAbEEbA8118439.wav,"[387, 56, 355, 305, 184, 387, 59, 355, 305, 187, 387, 56, 355, 305, 184, 387, 52, 355, 305, 180, 387, 51, 355, 305, 179, 387, 57, 355, 305, 185]"
wav_BAbEGGA1184779.wav,"[387, 59, 355, 187, 387, 56, 355, 184, 387, 52, 355, 180, 387, 55, 355, 183, 387, 55, 355, 183, 387, 57, 355, 185]"
wav_AbCFCGDBC#805072111.wav,"[387, 56, 341, 184, 387, 48, 341, 176, 387, 53, 341, 181, 387, 48, 341, 176, 387, 55, 341, 183, 387, 50, 341, 178, 387, 59, 341, 187, 387, 49, 341, 177]"
wav_GGBbAEb771093.wav,"[387, 55, 341, 183, 387, 55, 341, 183, 387, 58, 341, 186, 387, 57, 341, 185, 387, 51, 341, 179]"
wav_BbDAb1028.wav,"[387, 58, 355, 275, 186, 387, 50, 355, 275, 178, 387, 56, 355, 275, 184]"
wav_EAEBF#GF#FGF#49411676576.wav,"[387, 52, 355, 180, 387, 57, 355, 185, 387, 52, 355, 180, 387, 59, 355, 187, 387, 54, 355, 182, 387, 55, 355, 183, 387, 54, 355, 182, 387, 53, 355, 181, 387, 55, 355, 183, 387, 54, 355, 182]"
wav_EbBbDADFFCEC#31029255041.wav,"[387, 51, 355, 305, 179, 387, 58, 355, 305, 186, 387, 50, 355, 305, 178, 387, 57, 355, 305, 185, 387, 50, 355, 305, 178, 387, 53, 355, 305, 181, 387, 53, 355, 305, 181, 387, 48, 355, 305, 176, 387, 52, 355, 305, 180, 387, 49, 355, 305, 177]"
wav_EBbAbDBBE4108211114.wav,"[387, 52, 330, 180, 387, 58, 330, 186, 387, 56, 330, 184, 387, 50, 330, 178, 387, 59, 330, 187, 387, 59, 330, 187, 387, 52, 330, 180]"
wav_CGEbECAbA0734089.wav,"[387, 48, 355, 305, 176, 387, 55, 355, 305, 183, 387, 51, 355, 305, 179, 387, 52, 355, 305, 180, 387, 48, 355, 305, 176, 387, 56, 355, 305, 184, 387, 57, 355, 305, 185]"
wav_EAbC#AbBbEbEb48181033.wav,"[387, 52, 355, 275, 180, 387, 56, 355, 275, 184, 387, 49, 355, 275, 177, 387, 56, 355, 275, 184, 387, 58, 355, 275, 186, 387, 51, 355, 275, 179, 387, 51, 355, 275, 179]"
wav_DEAbAbGBbCC#DD24887100122.wav,"[387, 50, 355, 305, 178, 387, 52, 355, 305, 180, 387, 56, 355, 305, 184, 387, 56, 355, 305, 184, 387, 55, 355, 305, 183, 387, 58, 355, 305, 186, 387, 48, 355, 305, 176, 387, 49, 355, 305, 177, 387, 50, 355, 305, 178, 387, 50, 355, 305, 178]"
wav_GFG757.wav,"[387, 55, 355, 183, 387, 53, 355, 181, 387, 55, 355, 183]"
wav_BABb11910.wav,"[387, 59, 355, 187, 387, 57, 355, 185, 387, 58, 355, 186]"
wav_F#C#EBCGEbC614110730.wav,"[387, 54, 330, 182, 387, 49, 330, 177, 387, 52, 330, 180, 387, 59, 330, 187, 387, 48, 330, 176, 387, 55, 330, 183, 387, 51, 330, 179, 387, 48, 330, 176]"
wav_EbBF#AEbF#AbEbBb31169368310.wav,"[387, 51, 341, 179, 387, 59, 341, 187, 387, 54, 341, 182, 387, 57, 341, 185, 387, 51, 341, 179, 387, 54, 341, 182, 387, 56, 341, 184, 387, 51, 341, 179, 387, 58, 341, 186]"
wav_DFCBAABbG2501199107.wav,"[387, 50, 355, 305, 178, 387, 53, 355, 305, 181, 387, 48, 355, 305, 176, 387, 59, 355, 305, 187, 387, 57, 355, 305, 185, 387, 57, 355, 305, 185, 387, 58, 355, 305, 186, 387, 55, 355, 305, 183]"
wav_EAbEbBbB4831011.wav,"[387, 52, 355, 180, 387, 56, 355, 184, 387, 51, 355, 179, 387, 58, 355, 186, 387, 59, 355, 187]"
wav_FGC#F#CC#GAbEEb5716017843.wav,"[387, 53, 355, 275, 181, 387, 55, 355, 275, 183, 387, 49, 355, 275, 177, 387, 54, 355, 275, 182, 387, 48, 355, 275, 176, 387, 49, 355, 275, 177, 387, 55, 355, 275, 183, 387, 56, 355, 275, 184, 387, 52, 355, 275, 180, 387, 51, 355, 275, 179]"
wav_AbBbBBbC#C#F#Eb81011101163.wav,"[387, 56, 355, 275, 184, 387, 58, 355, 275, 186, 387, 59, 355, 275, 187, 387, 58, 355, 275, 186, 387, 49, 355, 275, 177, 387, 49, 355, 275, 177, 387, 54, 355, 275, 182, 387, 51, 355, 275, 179]"
wav_EEC440.wav,"[387, 52, 355, 305, 180, 387, 52, 355, 305, 180, 387, 48, 355, 305, 176]"
wav_DAC#C#EbA291139.wav,"[387, 50, 355, 178, 387, 57, 355, 185, 387, 49, 355, 177, 387, 49, 355, 177, 387, 51, 355, 179, 387, 57, 355, 185]"
wav_EbACAFEB39095411.wav,"[387, 51, 341, 179, 387, 57, 341, 185, 387, 48, 341, 176, 387, 57, 341, 185, 387, 53, 341, 181, 387, 52, 341, 180, 387, 59, 341, 187]"
wav_AbEbC830.wav,"[387, 56, 330, 184, 387, 51, 330, 179, 387, 48, 330, 176]"
wav_AAbC#C#FAAbF#98115986.wav,"[387, 57, 341, 185, 387, 56, 341, 184, 387, 49, 341, 177, 387, 49, 341, 177, 387, 53, 341, 181, 387, 57, 341, 185, 387, 56, 341, 184, 387, 54, 341, 182]"
wav_EGFEBC4754110.wav,"[387, 52, 341, 180, 387, 55, 341, 183, 387, 53, 341, 181, 387, 52, 341, 180, 387, 59, 341, 187, 387, 48, 341, 176]"
wav_AbEbCAF#CBC#Bb83096011110.wav,"[387, 56, 341, 184, 387, 51, 341, 179, 387, 48, 341, 176, 387, 57, 341, 185, 387, 54, 341, 182, 387, 48, 341, 176, 387, 59, 341, 187, 387, 49, 341, 177, 387, 58, 341, 186]"
wav_AbEAbDBbF#GAbC8482106780.wav,"[387, 56, 355, 184, 387, 52, 355, 180, 387, 56, 355, 184, 387, 50, 355, 178, 387, 58, 355, 186, 387, 54, 355, 182, 387, 55, 355, 183, 387, 56, 355, 184, 387, 48, 355, 176]"
wav_BbDC#C#F#AF#BBbA1021169611109.wav,"[387, 58, 355, 275, 186, 387, 50, 355, 275, 178, 387, 49, 355, 275, 177, 387, 49, 355, 275, 177, 387, 54, 355, 275, 182, 387, 57, 355, 275, 185, 387, 54, 355, 275, 182, 387, 59, 355, 275, 187, 387, 58, 355, 275, 186, 387, 57, 355, 275, 185]"
wav_AbFBAbBC#EbGGF#851181113776.wav,"[387, 56, 355, 305, 184, 387, 53, 355, 305, 181, 387, 59, 355, 305, 187, 387, 56, 355, 305, 184, 387, 59, 355, 305, 187, 387, 49, 355, 305, 177, 387, 51, 355, 305, 179, 387, 55, 355, 305, 183, 387, 55, 355, 305, 183, 387, 54, 355, 305, 182]"
wav_FADEbCC#EE59230144.wav,"[387, 53, 341, 181, 387, 57, 341, 185, 387, 50, 341, 178, 387, 51, 341, 179, 387, 48, 341, 176, 387, 49, 341, 177, 387, 52, 341, 180, 387, 52, 341, 180]"
wav_FEBF#CAbEFC#E54116084514.wav,"[387, 53, 355, 181, 387, 52, 355, 180, 387, 59, 355, 187, 387, 54, 355, 182, 387, 48, 355, 176, 387, 56, 355, 184, 387, 52, 355, 180, 387, 53, 355, 181, 387, 49, 355, 177, 387, 52, 355, 180]"
wav_BbGAbEFEC#Bb1078454110.wav,"[387, 58, 341, 186, 387, 55, 341, 183, 387, 56, 341, 184, 387, 52, 341, 180, 387, 53, 341, 181, 387, 52, 341, 180, 387, 49, 341, 177, 387, 58, 341, 186]"
wav_FAbB5811.wav,"[387, 53, 330, 181, 387, 56, 330, 184, 387, 59, 330, 187]"
wav_F#AbC#EbB681311.wav,"[387, 54, 355, 182, 387, 56, 355, 184, 387, 49, 355, 177, 387, 51, 355, 179, 387, 59, 355, 187]"
wav_F#AAb698.wav,"[387, 54, 330, 182, 387, 57, 330, 185, 387, 56, 330, 184]"
wav_F#BbF#AC#Bb61069110.wav,"[387, 54, 330, 182, 387, 58, 330, 186, 387, 54, 330, 182, 387, 57, 330, 185, 387, 49, 330, 177, 387, 58, 330, 186]"
wav_AEbEb933.wav,"[387, 57, 355, 275, 185, 387, 51, 355, 275, 179, 387, 51, 355, 275, 179]"
wav_EbGF375.wav,"[387, 51, 355, 179, 387, 55, 355, 183, 387, 53, 355, 181]"
wav_C#BbBbDCGAb110102078.wav,"[387, 49, 355, 305, 177, 387, 58, 355, 305, 186, 387, 58, 355, 305, 186, 387, 50, 355, 305, 178, 387, 48, 355, 305, 176, 387, 55, 355, 305, 183, 387, 56, 355, 305, 184]"
wav_AbCC#801.wav,"[387, 56, 355, 305, 184, 387, 48, 355, 305, 176, 387, 49, 355, 305, 177]"
wav_C#BbC#DF#BCEbE11012611034.wav,"[387, 49, 341, 177, 387, 58, 341, 186, 387, 49, 341, 177, 387, 50, 341, 178, 387, 54, 341, 182, 387, 59, 341, 187, 387, 48, 341, 176, 387, 51, 341, 179, 387, 52, 341, 180]"
wav_F#EbDF#6326.wav,"[387, 54, 355, 275, 182, 387, 51, 355, 275, 179, 387, 50, 355, 275, 178, 387, 54, 355, 275, 182]"
wav_BAbF#F#CFBbGBb118660510710.wav,"[387, 59, 355, 305, 187, 387, 56, 355, 305, 184, 387, 54, 355, 305, 182, 387, 54, 355, 305, 182, 387, 48, 355, 305, 176, 387, 53, 355, 305, 181, 387, 58, 355, 305, 186, 387, 55, 355, 305, 183, 387, 58, 355, 305, 186]"
wav_AbC#GA8179.wav,"[387, 56, 355, 305, 184, 387, 49, 355, 305, 177, 387, 55, 355, 305, 183, 387, 57, 355, 305, 185]"
wav_DF#AE2694.wav,"[387, 50, 355, 275, 178, 387, 54, 355, 275, 182, 387, 57, 355, 275, 185, 387, 52, 355, 275, 180]"
wav_BFE1154.wav,"[387, 59, 341, 187, 387, 53, 341, 181, 387, 52, 341, 180]"
wav_ADBEC#BbAC#AEb921141109193.wav,"[387, 57, 355, 185, 387, 50, 355, 178, 387, 59, 355, 187, 387, 52, 355, 180, 387, 49, 355, 177, 387, 58, 355, 186, 387, 57, 355, 185, 387, 49, 355, 177, 387, 57, 355, 185, 387, 51, 355, 179]"
wav_AGDBbAb972108.wav,"[387, 57, 355, 305, 185, 387, 55, 355, 305, 183, 387, 50, 355, 305, 178, 387, 58, 355, 305, 186, 387, 56, 355, 305, 184]"
wav_GCECCEACBbG70400490107.wav,"[387, 55, 355, 305, 183, 387, 48, 355, 305, 176, 387, 52, 355, 305, 180, 387, 48, 355, 305, 176, 387, 48, 355, 305, 176, 387, 52, 355, 305, 180, 387, 57, 355, 305, 185, 387, 48, 355, 305, 176, 387, 58, 355, 305, 186, 387, 55, 355, 305, 183]"
wav_EbAbCEADEbCF#380492306.wav,"[387, 51, 355, 305, 179, 387, 56, 355, 305, 184, 387, 48, 355, 305, 176, 387, 52, 355, 305, 180, 387, 57, 355, 305, 185, 387, 50, 355, 305, 178, 387, 51, 355, 305, 179, 387, 48, 355, 305, 176, 387, 54, 355, 305, 182]"
wav_AAbF#F9865.wav,"[387, 57, 341, 185, 387, 56, 341, 184, 387, 54, 341, 182, 387, 53, 341, 181]"
